"X","Obskey","Poskey","Tripkey","Group","Species","Age","Plumage","Sex","Count","Distance","Transect","Behaviour","Association","Direction","Prey","TurbineHeight","Notes"
333223,1100333223,110068415,110001070,NA,"5780","A",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333224,1100333224,110068416,110001070,NA,"720",NA,NA,NA,7,"E",0,NA,"T",NA,NA,NA,"D0"
333225,1100333225,110068417,110001070,NA,"6000","A",NA,NA,2,"E",0,NA,"T",NA,NA,NA,"B1"
333226,1100333226,110068418,110001070,NA,"5780","A",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333227,1100333227,110068418,110001070,NA,"5780","A",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333228,1100333228,110068418,110001070,NA,"5910","A",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333229,1100333229,110068418,110001070,NA,"5910","3",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333230,1100333230,110068418,110001070,NA,"5910","A",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333231,1100333231,110068418,110001070,NA,"6360",NA,NA,NA,1,"U",1,"DF","X",NA,NA,NA,NA
333232,1100333232,110068419,110001070,"10","6360",NA,NA,NA,10,"D",1,NA,"X",NA,NA,NA,NA
333233,1100333233,110068419,110001070,"10","6020","A",NA,NA,3,"D",1,NA,"X",NA,NA,NA,NA
333234,1100333234,110068419,110001070,"10","6020","1",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333235,1100333235,110068419,110001070,"10","5910","A",NA,NA,1,"D",1,NA,"X",NA,NA,NA,NA
333236,1100333236,110068419,110001070,NA,"5780","1",NA,NA,1,"2",1,NA,"X",NA,NA,NA,NA
333237,1100333237,110068420,110001070,NA,"6000","1",NA,NA,1,"2",0,NA,"X",NA,NA,NA,NA
333238,1100333238,110068421,110001070,NA,"6020","A",NA,NA,1,"2",1,NA,"X",NA,NA,NA,NA
333239,1100333239,110068422,110001070,NA,"5910","2",NA,NA,1,"2",1,NA,"X",NA,NA,NA,NA
333240,1100333240,110068423,110001070,NA,"6360",NA,"W",NA,1,"D",1,NA,"X",NA,NA,NA,NA
333241,1100333241,110068424,110001070,NA,"5780","A",NA,NA,1,"1",0,"Z",NA,NA,NA,NA,"EXIT WF"
333242,1100333242,110068424,110001070,NA,"6345",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
333243,1100333243,110068424,110001070,NA,"6360","A","W",NA,1,"B",1,"DF",NA,NA,NA,NA,NA
333244,1100333244,110068424,110001070,NA,"5780","A",NA,NA,1,"2",0,"Z",NA,NA,NA,NA,NA
333245,1100333245,110068425,110001070,NA,"6020","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
333246,1100333246,110068425,110001070,NA,"6360","A","W",NA,1,"C",1,"DF",NA,NA,NA,NA,NA
333247,1100333247,110068425,110001070,NA,"5780",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
333248,1100333248,110068425,110001070,NA,"5780",NA,NA,NA,4,"2",0,"Z",NA,NA,NA,NA,NA
